"code_ogr","code_tete_rgpmt","libelle_activite","libelle_activite_impression","code_type_activite","libelle_type_activite","code_type_item_activite","libelle_type_item_activite","statut"
"119250","","Archiver des dossiers et documents de référence","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119251","","Participer à l''élaboration de l''univers graphique et conceptuel d''un projet","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119252","","Concevoir une pré-maquette","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119253","","Finaliser les déclinaisons d''une pré-maquette","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119256","","Définir les enjeux artistiques, culturels et techniques d''un projet","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119263","","Contrôler des résultats comptables et financiers","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119264","","Analyser des écarts comptables et financiers","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119266","","Concevoir un Système de Gestion de Base de Données - SGBD","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119269","","Concevoir des indicateurs de performance","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119270","","Réaliser une étude marketing","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119272","","Informer le client sur les conditions de réalisation d''une commande","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119276","","Apporter des solutions esthétiques et techniques à un projet","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119281","","Réaliser la mise au point des machines et outillages de production","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119282","","Sélectionner des machines et outillages appropriés à une production","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119288","","Fabriquer un élément ou un sous ensemble mobilier","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119290","","Réaliser un plan de coupe","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119292","","Assembler les différentes pièces d''un ouvrage","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119293","","Vérifier l''ajustement des pièces de mobilier par un montage à blanc","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119298","","Établir la mise au plan d''ensemble ou de sous-ensemble mobilier","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119307","","Réaliser la gestion des commandes (passation, suivi, réception)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119309","","Organiser un espace de travail","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119312","","Etablir un plan de formation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119317","","Contrôler l''application d''une procédure","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119318","","Choisir des sources de financement","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119319","","Exploiter des documents comptables et financiers","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119320","","Concevoir des supports de suivi et de gestion","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119322","","Réaliser un suivi administratif des opérations de gestion des ressources humaines","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119324","","Actualiser des processus, des méthodes et outils de gestion","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119327","","Définir un plan d''action en ressources humaines","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119329","","Coordonner l''activité d''un service","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119330","","Réaliser la gestion des ressources humaines","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119331","","Définir des opérations de recrutement","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119332","","Définir une politique de gestion des ressources humaines","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119333","","Préconiser la mise en place d''un système d''information interne de gestion des ressources humaines","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119334","","Piloter la mise en place d''un système d''information interne de gestion des ressources humaines","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119335","","Superviser la gestion de ressources humaines","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119337","","Mettre en place des actions de gestion de ressources humaines","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119338","","Organiser la levée des réserves","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119346","","Repérer les anomalies, les défauts de fabrication","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119351","","Evaluer l''état de santé de l''animal","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119353","","Evaluer le degré de la douleur de l''animal","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119355","","Interpréter des données de contrôle","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119356","","Interpréter des données techniques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119357","","Fabriquer des produits de boulangerie","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119358","","Interpréter les résultats d''analyse","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119360","","Interpréter un signal acoustique","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119361","","Interpréter un signal électromagnétique","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119362","","Relever des données de contrôle","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119363","","Mettre en place une démarche qualité","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119364","","Contrôler la conformité d''une production","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119367","","Créer des décors en pâtisserie","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119368","","Conduire une fermentation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119381","","Réaliser un suivi budgétaire","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119383","","Analyser des écarts de masse salariale","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119390","","Concevoir un tableau de reporting","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119392","","Construire un budget","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119394","","Procéder au contrôle interne d''une structure","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119395","","Mettre en place le contrôle interne d''une structure","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119396","","Veiller au respect des procédures","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119398","","Saisir une commande sur informatique","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119399","","Contrôler l''inventaire des stocks","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119401","","Étudier la rentabilité d''une structure","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119402","","Améliorer le pilotage stratégique d''une structure","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119404","","Évaluer les procédures de contrôle d''une structure","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119405","","Définir des procédures de contrôle comptable","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119408","","Mettre en place un dispositif de gestions des risques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119411","","Évaluer l''efficacité d''un contrôle interne","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119427","","Participer à la conception d''un système d''information","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119428","","Intégrer un Système de Gestion de Base de Données - SGBD -","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119429","","Elaborer un système d''information comptable","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119438","","Cuisiner des viandes","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119439","","Cuisiner des sauces","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119441","","Cuisiner des spécialités bouchères","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119442","","Cuisiner des produits de rôtisserie","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119443","","Cuisiner des produits de charcuterie","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119444","","Cuisiner des produits tripiers","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119445","","Cuisiner des produits traiteurs","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119446","","Cuisiner des poissons, produits de la mer","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119449","","Cuisiner des préparations sucrées","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119451","","Réaliser des préparations confites de fruits","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119452","","Réaliser des pains spéciaux","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119462","","Préparer des desserts","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119467","","Concevoir des procédures de gestion","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119478","","Elaborer un budget","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119479","","Elaborer un budget de trésorerie","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119480","","Elaborer un compte de résultat","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119481","","Concevoir un système de contrôle de gestion adapté à une entreprise","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119483","","Défendre un programme budgétaire","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119485","","Analyser des écarts budgétaires","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119491","","Identifier des écarts budgétaires","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119492","","Identifier les risques liés à une gestion d''entreprise","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119496","","Trier les poissons et effectuer leur préparation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119498","","Apprêter les matières premières","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119530","","Auditionner des artistes","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119531","","Démarcher de nouveaux artistes et projets artistiques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119532","","Défendre un projet devant un comité de pilotage","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119536","","Argumenter un projet sur la base de maquettes/plaquettes","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119538","","Défendre un projet devant des collaborateurs ou des partenaires","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119539","","Réaliser une investigation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119544","","Etudier un projet artistique","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119545","","Définir la politique artistique d''un établissement","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119548","","Assurer les relations avec les administrateurs de compagnies","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119549","","Négocier des partenariats de production","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119551","","Produire des éléments exploitables par la justice","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119553","","Elaborer une stratégie d''enquête","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119554","","Elaborer un rapport d''enquête","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119576","","Coordonner et mettre en place des actions en matière de Qualité, Hygiène, Sécurité et Environnement (QHSE)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119583","","Réaliser le suivi logistique d''un projet","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119585","","Définir les priorités d''action d''un projet","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119586","","Conduire un projet","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119589","","Constituer un dossier de demande d''aide à la formation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119590","","Constituer un dossier d''aide au financement","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119592","","Évaluer les effets et les résultats d''une action communautaire","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119594","","Mobiliser les acteurs locaux et les communautés associés à un projet","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119595","","Animer un réseau de partenaires","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119599","","Participer à des groupes de travail","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119601","","Analyser l''organisation et les modes d''intervention de chargés de prévention","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119605","","Evaluer des risques technologiques et naturels","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119606","","Elaborer des règles de prévention","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119609","","Identifier une zone d''accident, de sinistre et les interventions demandées","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119610","","Appliquer des règles de sécurité, de protection et de prévention des risques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119616","","Assister la mise en place d''actions de prévention des risques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119618","","Apporter une assistance à la maîtrise d''oeuvre","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119619","","Diagnostiquer des anomalies dans la prévention des risques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119621","","Doser des produits d''entretien","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119622","","Manipuler des produits de nettoyage et d''entretien","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119623","","Recenser les moyens de protection/prévention des risques sur site","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119624","","Organiser des formations en prévention des risques professionnels","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119625","","Apporter une assistance technique","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119626","","Contrôler l''application des procédures qualités","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119627","","Veiller au respect des procédures de travail","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119628","","Sensibiliser un public sur les normes Qualité, Hygiène, Sécurité et Environnement (QHSE)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119630","","Superviser la gestion d''une entité commerciale","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119633","","Superviser la production d''une oeuvre","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119635","","Collaborer avec des artistes","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119636","","Assurer les relations avec des agents artistiques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119637","","Négocier des partenariat de diffusion","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119638","","Programmer des oeuvres au sein d''une saison culturelle","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119639","","Etudier l''impact d''une oeuvre sur un public et ses retombées médiatiques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119659","","Sélectionner un projet en cohérence avec une politique artistique","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119668","","Contrôler les modalités de délivrance spécifiques de certains médicaments","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119671","","Réaliser le prototype d''un nouveau modèle","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119673","","Réaliser un patronnage industriel","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119679","","Modifier une toile en tracé à plat","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119680","","Produire un fichier vêtement","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119681","","Définir les paramètres de placement","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119682","","Participer à un processus de coupe","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119683","","Définir les données de programmation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119684","","Surveiller le déroulement de l''usinage","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119685","","Marquer les retouches et réparations lors de l''essayage","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119686","","Vérifier les dimensions et la symétrie du vêtement","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119687","","Identifier les opérations de fabrication à partir du dossier de fabrication","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119691","","Nettoyer des équipement spéciaux","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119699","","Réaliser le suivi d''une commande","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119701","","Réaliser des entretiens de recrutement","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119723","","Accompagner des projets de développement d''économie renouvelable","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119729","","Vérifier la cohérence des consommations d''énergie","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119732","","Réaliser un entretien commercial","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119735","","Conseiller une structure dans sa gestion des ressources humaines","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119736","","Définir des besoins en ressources humaines","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119737","","Définir des modalités de collaboration","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119745","","Réaliser des documents douaniers","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119746","","Contrôler des documents douaniers et vérifier les marchandises","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119747","","Activer un réseau à l''international","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119749","","Etablir un diagnostic stratégique international","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119753","","Animer un stand","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119754","","Préparer un argumentaire de vente adapté au pays concerné","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119758","","Organiser des sessions de recrutements","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119759","","Organiser la logistique des recrutements et des formations","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119762","","Définir des besoins en formation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119764","","Rechercher des investissements","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119767","","Définir un projet de formation professionnelle","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119768","","Valider un projet de formation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119769","","Formaliser un projet de formation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119770","","Evaluer des compétences professionnelles","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119774","","Définir des besoins en matière d''évolution professionnelle","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119776","","Piloter une politique de ressources humaines","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119777","","Piloter un programme/un plan de formation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119778","","Concevoir un processus d''évaluation des formations","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119779","","Mettre en oeuvre un processus d''évaluation des formations","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119780","","Superviser des actions de formation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119781","","Produire des documents hypermédias","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119782","","Mettre en scène un message multimédia","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119783","","Réaliser un suivi des carrières","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119785","","Informer des personnes sur les offres et prestations de formation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119786","","Mettre en place des actions de formation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119787","","Animer une formation","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119788","","Assister techniquement des collaborateurs","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119790","","Définir des actions de promotion","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119792","","Concevoir l''identité visuelle de la marque","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119793","","Elaborer une charte graphique","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119796","","Rédiger un document interactif","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119800","","Définir des mesures de prévention des risques","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119802","","Elaborer une charte éditoriale","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119803","","Valoriser des produits culinaires","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119807","","Evaluer une Interface Homme Machine (IHM)","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119808","","Optimiser l''activité d''une production","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119810","","Modéliser l''architecture d''une application interactive","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119813","","Concevoir des vitrines","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119815","","Déterminer les caractéristiques des supports publicitaires","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119817","","Concevoir la stratégie marketing de l''entreprise","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119820","","Modifier les effets spectaculaires ou comiques du numéro selon les réactions du public","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119821","","Réaliser des réglages instrumentaux","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119822","","Composer des morceaux de musique et des effets sonores","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119823","","Composer la partition d''une oeuvre musicale","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119833","","Définir les conditions d''un tour de chant / concert","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119838","","Poser de la tringlerie","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119839","","Poser des supports muraux","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119840","","Poser un plafond tendu","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119844","","Réaliser une navigation maritime au long court","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119845","","Réaliser une navigation maritime en zone portuaire","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119847","","Actualiser les données de suivi de la livraison ou de l''enlèvement","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119848","","Décharger des marchandises, des produits","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119849","","Charger des marchandises, des produits","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119850","","Animer une vente","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119851","","Vérifier la conformité de la livraison","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
"119852","","Argumenter une vente","","3","ACTIVITE DE BASE ET/OU SPECIFIQUE","2","SIMPLE","1"
