"code_ogr","code_type_referentiel","code_pere","code_noeud","libelle_item_arbo","code_item_arbo_associe","code_type_noeud","libelle_type_noeud","statut"
"24793","6","J15","_-531","Soins infirmiers spécialisés en bloc opératoire","360","3","FEUILLE","1"
"24794","6","J15","_-532","Soins infirmiers spécialisés en prévention","361","3","FEUILLE","1"
"24795","6","J15","_-533","Soins infirmiers généralistes","362","3","FEUILLE","1"
"24796","6","J15","_-534","Soins infirmiers spécialisés en puériculture","363","3","FEUILLE","1"
"28983","6","K13","_-535","Intervention sociale et familiale","28964","3","FEUILLE","1"
"126519","7","009","_-509","Films d''animation et effets spéciaux","39022","3","FEUILLE","1"
"24801","7","001","_-1","Accompagnement de voyages, d''activités culturelles ou sportives","182","3","FEUILLE","1"
"24802","7","001","_-2","Animation d''activités culturelles ou ludiques","183","3","FEUILLE","1"
"24803","7","001","_-3","Conseil et assistance technique en agriculture","12","3","FEUILLE","1"
"24804","7","001","_-4","Direction de laboratoire d''analyse industrielle","229","3","FEUILLE","1"
"24805","7","001","_-5","Distribution et assainissement d''eau","420","3","FEUILLE","1"
"24806","7","001","_-6","Entretien des espaces naturels","8","3","FEUILLE","1"
"24807","7","001","_-7","Entretien des espaces verts","9","3","FEUILLE","1"
"24808","7","001","_-8","Information géographique","497","3","FEUILLE","1"
"24809","7","001","_-9","Ingénierie en agriculture et environnement naturel","14","3","FEUILLE","1"
"24810","7","001","_-10","Inspection de conformité","222","3","FEUILLE","1"
"24811","7","001","_-11","Intervention en milieux et produits nocifs","324","3","FEUILLE","1"
"24812","7","001","_-12","Management et ingénierie études, recherche et développement industriel","217","3","FEUILLE","1"
"24813","7","001","_-13","Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels","223","3","FEUILLE","1"
"24814","7","001","_-14","Management et inspection en environnement urbain","421","3","FEUILLE","1"
"24815","7","001","_-15","Nettoyage des espaces urbains","422","3","FEUILLE","1"
"24816","7","001","_-16","Protection du patrimoine naturel","10","3","FEUILLE","1"
"24817","7","001","_-17","Revalorisation de produits industriels","423","3","FEUILLE","1"
"24818","7","001","_-18","Supervision d''exploitation éco-industrielle","425","3","FEUILLE","1"
"24819","7","001","_-19","Intervention technique en laboratoire d''analyse industrielle","231","3","FEUILLE","1"
"24820","7","001","_-20","Intervention technique en Hygiène Sécurité Environnement -HSE- industriel","224","3","FEUILLE","1"
"28503","7","002","_-21","Personnel de la Défense","391","3","FEUILLE","1"
"28504","7","002","_-22","Conduite d''engins de terrassement et de carrière","155","3","FEUILLE","1"
"28505","7","002","_-23","Conduite de transport de marchandises sur longue distance","523","3","FEUILLE","1"
"28506","7","002","_-24","Construction de routes et voies","175","3","FEUILLE","1"
"28507","7","002","_-25","Contrôle de la navigation aérienne","513","3","FEUILLE","1"
"28508","7","002","_-26","Direction de la sécurité civile et des secours","392","3","FEUILLE","1"
"28509","7","002","_-27","Direction opérationnelle de la défense","393","3","FEUILLE","1"
"28510","7","002","_-28","Encadrement de la navigation maritime","517","3","FEUILLE","1"
"28511","7","002","_-29","Exploitation de systèmes de communication et de commandement","496","3","FEUILLE","1"
"28512","7","002","_-30","Exploitation des pistes aéroportuaires","514","3","FEUILLE","1"
"28513","7","002","_-31","Information géographique","497","3","FEUILLE","1"
"28514","7","002","_-32","Information météorologique","498","3","FEUILLE","1"
"28515","7","002","_-33","Installation et maintenance électronique","314","3","FEUILLE","1"
"28516","7","002","_-34","Installation et maintenance d''automatismes","311","3","FEUILLE","1"
"28517","7","002","_-35","Intervention en milieu subaquatique","323","3","FEUILLE","1"
"28518","7","002","_-36","Intervention en milieux et produits nocifs","324","3","FEUILLE","1"
"28519","7","002","_-37","Mécanique automobile et entretien de véhicules","328","3","FEUILLE","1"
"28520","7","002","_-38","Mécanique de marine","329","3","FEUILLE","1"
"28521","7","002","_-39","Maintenance d''aéronefs","326","3","FEUILLE","1"
"28522","7","002","_-40","Maintenance mécanique industrielle","319","3","FEUILLE","1"
"28523","7","002","_-41","Préparation du gros oeuvre et des travaux publics","177","3","FEUILLE","1"
"28524","7","002","_-42","Equipage de la navigation maritime","518","3","FEUILLE","1"
"28525","7","002","_-43","Mesures topographiques","148","3","FEUILLE","1"
"28526","7","002","_-44","Pilotage et navigation technique aérienne","511","3","FEUILLE","1"
"28527","7","002","_-45","Management de la sécurité publique","394","3","FEUILLE","1"
"28528","7","002","_-46","Sécurité civile et secours","395","3","FEUILLE","1"
"28529","7","002","_-47","Sécurité publique","396","3","FEUILLE","1"
"28530","7","003","_-48","Accompagnement de voyages, d''activités culturelles ou sportives","182","3","FEUILLE","1"
"28531","7","003","_-49","Achat vente d''objets d''art, anciens ou d''occasion","87","3","FEUILLE","1"
"28532","7","003","_-50","Animation d''activités culturelles ou ludiques","183","3","FEUILLE","1"
"28533","7","003","_-51","Application et décoration en plâtre, stuc et staff","161","3","FEUILLE","1"
"28534","7","003","_-52","Architecture du BTP","142","3","FEUILLE","1"
"28535","7","003","_-53","Conservation et reconstitution d''espèces animales","48","3","FEUILLE","1"
"28536","7","003","_-54","Création en arts plastiques","36","3","FEUILLE","1"
"28537","7","003","_-55","Décoration d''objets d''art et artisanaux","39","3","FEUILLE","1"
"28538","7","003","_-56","Direction et ingénierie en entretien infrastructure et bâti","304","3","FEUILLE","1"
"28539","7","003","_-57","Enseignement supérieur","411","3","FEUILLE","1"
"28540","7","003","_-58","Fabrication et réparation d''instruments de musique","43","3","FEUILLE","1"
"28541","7","003","_-59","Gestion de l''information et de la documentation","389","3","FEUILLE","1"
"28542","7","003","_-60","Gestion de patrimoine culturel","390","3","FEUILLE","1"
"28543","7","003","_-61","Métallerie d''art","44","3","FEUILLE","1"
"28544","7","003","_-62","Montage de structures et de charpentes bois","158","3","FEUILLE","1"
"28545","7","003","_-63","Pose et restauration de couvertures","170","3","FEUILLE","1"
"28546","7","003","_-64","Promotion du tourisme local","181","3","FEUILLE","1"
"28547","7","003","_-65","Protection du patrimoine naturel","10","3","FEUILLE","1"
"28548","7","003","_-66","Réalisation d''objets artistiques et fonctionnels en verre","45","3","FEUILLE","1"
"28549","7","003","_-67","Réalisation d''objets décoratifs et utilitaires en céramique et matériaux de synthèse","37","3","FEUILLE","1"
"28550","7","003","_-68","Réalisation d''ouvrages décoratifs en bois","244","3","FEUILLE","1"
"28551","7","003","_-69","Réalisation d''ouvrages d''art en fils","52","3","FEUILLE","1"
"28552","7","003","_-70","Réalisation d''ouvrages en bijouterie, joaillerie et orfèvrerie","46","3","FEUILLE","1"
"28553","7","003","_-71","Réalisation de menuiserie bois et tonnellerie","242","3","FEUILLE","1"
"28554","7","003","_-72","Réalisation de meubles en bois","243","3","FEUILLE","1"
"28555","7","003","_-73","Recherche en sciences de l''homme et de la société","426","3","FEUILLE","1"
"28556","7","003","_-74","Recherche en sciences de l''univers, de la matière et du vivant","427","3","FEUILLE","1"
"28557","7","003","_-75","Reliure et restauration de livres et archives","42","3","FEUILLE","1"
"28558","7","003","_-76","Taille et décoration de pierres","172","3","FEUILLE","1"
"28559","7","003","_-77","Tapisserie - décoration en ameublement","54","3","FEUILLE","1"
"28560","7","004","_-78","Études et développement de réseaux de télécoms","493","3","FEUILLE","1"
"28561","7","004","_-79","Études et développement informatique","494","3","FEUILLE","1"
"28562","7","004","_-80","Études et prospectives socio-économiques","469","3","FEUILLE","1"
"28563","7","004","_-81","Achats","456","3","FEUILLE","1"
"28564","7","004","_-82","Administration de systèmes d''information","490","3","FEUILLE","1"
"28565","7","004","_-83","Analyse et ingénierie financière","458","3","FEUILLE","1"
"28566","7","004","_-84","Animation de site multimédia","119","3","FEUILLE","1"
"28567","7","004","_-85","Management et gestion de produit","485","3","FEUILLE","1"
"28568","7","004","_-86","Relation commerciale grands comptes et entreprises","103","3","FEUILLE","1"
"28569","7","004","_-87","Communication","121","3","FEUILLE","1"
"28570","7","004","_-88","Conception et pilotage de la politique des pouvoirs publics","379","3","FEUILLE","1"
"28571","7","004","_-89","Conseil en organisation et management d''entreprise","468","3","FEUILLE","1"
"28572","7","004","_-90","Expertise et support en systèmes d''information","491","3","FEUILLE","1"
"28573","7","004","_-91","Contrôle de gestion","461","3","FEUILLE","1"
"28574","7","004","_-92","Défense et conseil juridique","402","3","FEUILLE","1"
"28575","7","004","_-93","Direction de grande entreprise ou d''établissement public","465","3","FEUILLE","1"
"28576","7","004","_-94","Direction de petite ou moyenne entreprise","466","3","FEUILLE","1"
"28577","7","004","_-95","Direction des achats","457","3","FEUILLE","1"
"28578","7","004","_-96","Direction des systèmes d''information","492","3","FEUILLE","1"
"28579","7","004","_-97","Conseil et maîtrise d''ouvrage en systèmes d''information","495","3","FEUILLE","1"
"28580","7","004","_-98","Gestion de l''information et de la documentation","389","3","FEUILLE","1"
"28581","7","004","_-99","Ingénierie en agriculture et environnement naturel","14","3","FEUILLE","1"
"28582","7","004","_-100","Ingénierie et études du BTP","147","3","FEUILLE","1"
"28583","7","004","_-101","Journalisme et information média","124","3","FEUILLE","1"
"28584","7","004","_-102","Management de sécurité privée","429","3","FEUILLE","1"
"28585","7","004","_-103","Management des ressources humaines","473","3","FEUILLE","1"
"28586","7","004","_-104","Management et ingénierie études, recherche et développement industriel","217","3","FEUILLE","1"
"28587","7","004","_-105","Management et ingénierie d''affaires","211","3","FEUILLE","1"
"28588","7","004","_-106","Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels","223","3","FEUILLE","1"
"28589","7","004","_-107","Marketing","487","3","FEUILLE","1"
"28590","7","004","_-108","Mise en oeuvre et pilotage de la politique des pouvoirs publics","382","3","FEUILLE","1"
"28591","7","004","_-109","Promotion des ventes","488","3","FEUILLE","1"
"28592","7","004","_-110","Recherche en sciences de l''univers, de la matière et du vivant","427","3","FEUILLE","1"
"28593","7","004","_-111","Représentation de l''Etat sur le territoire national ou international","383","3","FEUILLE","1"
"28594","7","004","_-112","Management en force de vente","107","3","FEUILLE","1"
"28595","7","004","_-113","Management de la sécurité publique","394","3","FEUILLE","1"
"28596","7","004","_-114","Stratégie commerciale","489","3","FEUILLE","1"
"28597","7","004","_-115","Intervention technique en études, recherche et développement","221","3","FEUILLE","1"
"28598","7","004","_-116","Relation technico-commerciale","108","3","FEUILLE","1"
"28599","7","005","_-117","Études géologiques","146","3","FEUILLE","1"
"28600","7","005","_-118","Enseignement supérieur","411","3","FEUILLE","1"
"28601","7","005","_-119","Gestion de patrimoine culturel","390","3","FEUILLE","1"
"28602","7","005","_-120","Information géographique","497","3","FEUILLE","1"
"28603","7","005","_-121","Information météorologique","498","3","FEUILLE","1"
"28604","7","005","_-122","Ingénierie en agriculture et environnement naturel","14","3","FEUILLE","1"
"28605","7","005","_-123","Management et ingénierie études, recherche et développement industriel","217","3","FEUILLE","1"
"28606","7","005","_-124","Recherche en sciences de l''homme et de la société","426","3","FEUILLE","1"
"28607","7","005","_-125","Recherche en sciences de l''univers, de la matière et du vivant","427","3","FEUILLE","1"
"28608","7","005","_-126","Intervention technique en études, recherche et développement","221","3","FEUILLE","1"
"28609","7","006","_-127","Éducation en activités sportives","185","3","FEUILLE","1"
"28610","7","006","_-128","Études géologiques","146","3","FEUILLE","1"
"28611","7","006","_-129","Aquaculture","18","3","FEUILLE","1"
"28612","7","006","_-130","Encadrement équipage de la pêche","20","3","FEUILLE","1"
"28613","7","006","_-131","Chaudronnerie - tôlerie","279","3","FEUILLE","1"
"28614","7","006","_-132","Relation commerciale en vente de véhicules","105","3","FEUILLE","1"
"28615","7","006","_-133","Conduite de grue","154","3","FEUILLE","1"
"28616","7","006","_-134","Conseil et assistance technique en agriculture","12","3","FEUILLE","1"
"28617","7","006","_-135","Direction de la sécurité civile et des secours","392","3","FEUILLE","1"
"28618","7","006","_-136","Direction et ingénierie d''exploitation de gisements et de carrières","152","3","FEUILLE","1"
"28619","7","006","_-137","Encadrement de la navigation maritime","517","3","FEUILLE","1"
"28620","7","006","_-138","Exploitation de systèmes de communication et de commandement","496","3","FEUILLE","1"
"28621","7","006","_-139","Exploitation des opérations portuaires et du transport maritime","520","3","FEUILLE","1"
"28622","7","006","_-140","Exploitation du transport fluvial","521","3","FEUILLE","1"
"28623","7","006","_-141","Extraction liquide et gazeuse","156","3","FEUILLE","1"
"28624","7","006","_-142","Information géographique","497","3","FEUILLE","1"
"28625","7","006","_-143","Information météorologique","498","3","FEUILLE","1"
"28626","7","006","_-144","Ingénierie en agriculture et environnement naturel","14","3","FEUILLE","1"
"28627","7","006","_-145","Installation et maintenance en nautisme","325","3","FEUILLE","1"
"28628","7","006","_-146","Intervention en milieu subaquatique","323","3","FEUILLE","1"
"28629","7","006","_-147","Mécanique de marine","329","3","FEUILLE","1"
"28630","7","006","_-148","Maintenance électrique","318","3","FEUILLE","1"
"28631","7","006","_-149","Management et ingénierie études, recherche et développement industriel","217","3","FEUILLE","1"
"28632","7","006","_-150","Manutention portuaire","522","3","FEUILLE","1"
"28633","7","006","_-151","Equipage de la navigation maritime","518","3","FEUILLE","1"
"28634","7","006","_-152","Equipage de la pêche","29","3","FEUILLE","1"
"28635","7","006","_-153","Montage d''agencements","164","3","FEUILLE","1"
"28636","7","006","_-154","Navigation fluviale","519","3","FEUILLE","1"
"28637","7","006","_-155","Peinture industrielle","303","3","FEUILLE","1"
"28638","7","006","_-156","Poissonnerie","84","3","FEUILLE","1"
"28639","7","006","_-157","Protection du patrimoine naturel","10","3","FEUILLE","1"
"28640","7","006","_-158","Réalisation - installation d''ossatures bois","160","3","FEUILLE","1"
"28641","7","006","_-159","Réalisation d''articles en cuir et matériaux souples (hors vêtement)","50","3","FEUILLE","1"
"28642","7","006","_-160","Réalisation de structures métalliques","288","3","FEUILLE","1"
"28643","7","006","_-161","Réparation de cycles, motocycles et motoculteurs de loisirs","331","3","FEUILLE","1"
"28644","7","006","_-162","Recherche en sciences de l''univers, de la matière et du vivant","427","3","FEUILLE","1"
"28645","7","006","_-163","Management de la sécurité publique","394","3","FEUILLE","1"
"28646","7","006","_-164","Sécurité civile et secours","395","3","FEUILLE","1"
"28647","7","006","_-165","Sécurité publique","396","3","FEUILLE","1"
"28648","7","006","_-166","Saliculture","31","3","FEUILLE","1"
"28649","7","006","_-167","Soudage manuel","290","3","FEUILLE","1"
"28650","7","006","_-168","Sportif professionnel","446","3","FEUILLE","1"
"28651","7","006","_-169","Fabrication de pièces en matériaux composites","296","3","FEUILLE","1"
"28652","7","006","_-170","Réalisation et montage en tuyauterie","291","3","FEUILLE","1"
"28653","7","006","_-171","Vente en articles de sport et loisirs","97","3","FEUILLE","1"
"28664","7","007","_-172","Études et développement informatique","494","3","FEUILLE","1"
"28665","7","007","_-173","Achats","456","3","FEUILLE","1"
"28666","7","007","_-174","Personnel d''escale aéroportuaire","512","3","FEUILLE","1"
"28667","7","007","_-175","Ajustement et montage de fabrication","278","3","FEUILLE","1"
"28668","7","007","_-176","Assistance et support technique client","210","3","FEUILLE","1"
"28669","7","007","_-177","Câblage électrique et électromécanique","268","3","FEUILLE","1"
"28670","7","007","_-178","Chaudronnerie - tôlerie","279","3","FEUILLE","1"
"28671","7","007","_-179","Conception et dessin produits mécaniques","214","3","FEUILLE","1"
"28672","7","007","_-180","Conduite d''équipement d''usinage","280","3","FEUILLE","1"
"28673","7","007","_-181","Conduite d''équipement de formage et découpage des matériaux","282","3","FEUILLE","1"
"28674","7","007","_-182","Conduite d''installation de production des métaux","284","3","FEUILLE","1"
"28675","7","007","_-183","Conduite de traitement par dépôt de surface","301","3","FEUILLE","1"
"28676","7","007","_-184","Contrôle de la navigation aérienne","513","3","FEUILLE","1"
"28677","7","007","_-185","Exploitation des pistes aéroportuaires","514","3","FEUILLE","1"
"28678","7","007","_-186","Maintenance d''aéronefs","326","3","FEUILLE","1"
"28679","7","007","_-187","Management et ingénierie études, recherche et développement industriel","217","3","FEUILLE","1"
"28680","7","007","_-188","Management et ingénierie de maintenance industrielle","305","3","FEUILLE","1"
"28681","7","007","_-189","Management et ingénierie de production","263","3","FEUILLE","1"
"28682","7","007","_-190","Management et ingénierie gestion industrielle et logistique","225","3","FEUILLE","1"
"28683","7","007","_-191","Management et ingénierie méthodes et industrialisation","226","3","FEUILLE","1"
"28684","7","007","_-192","Management et ingénierie qualité industrielle","230","3","FEUILLE","1"
"28685","7","007","_-193","Navigation commerciale aérienne","510","3","FEUILLE","1"
"28686","7","007","_-194","Peinture industrielle","303","3","FEUILLE","1"
"28687","7","007","_-195","Pilotage et navigation technique aérienne","511","3","FEUILLE","1"
"28688","7","007","_-196","Préparation des vols","515","3","FEUILLE","1"
"28689","7","007","_-197","Rédaction technique","218","3","FEUILLE","1"
"28690","7","007","_-198","Direction d''escale et exploitation aéroportuaire","516","3","FEUILLE","1"
"28691","7","007","_-199","Sécurité et surveillance privées","430","3","FEUILLE","1"
"28692","7","007","_-200","Fabrication de pièces en matériaux composites","296","3","FEUILLE","1"
"28693","7","007","_-201","Intervention technique en études et développement électronique","220","3","FEUILLE","1"
"28694","7","007","_-202","Intervention technique en gestion industrielle et logistique","227","3","FEUILLE","1"
"28695","7","007","_-203","Intervention technique en méthodes et industrialisation","228","3","FEUILLE","1"
"28696","7","007","_-204","Intervention technique qualité en mécanique et travail des métaux","234","3","FEUILLE","1"
"28697","7","008","_-205","Direction de la sécurité civile et des secours","392","3","FEUILLE","1"
"28698","7","008","_-206","Entretien et surveillance du tracé routier","308","3","FEUILLE","1"
"28699","7","008","_-207","Gardiennage de locaux","428","3","FEUILLE","1"
"28700","7","008","_-208","Management de sécurité privée","429","3","FEUILLE","1"
"28701","7","008","_-209","Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels","223","3","FEUILLE","1"
"28702","7","008","_-210","Management de la sécurité publique","394","3","FEUILLE","1"
"28703","7","008","_-211","Sécurité civile et secours","395","3","FEUILLE","1"
"28704","7","008","_-212","Sécurité et protection santé du BTP","153","3","FEUILLE","1"
"28705","7","008","_-213","Sécurité et surveillance privées","430","3","FEUILLE","1"
"28706","7","008","_-214","Sécurité publique","396","3","FEUILLE","1"
"28707","7","008","_-215","Surveillance municipale","397","3","FEUILLE","1"
"28708","7","008","_-216","Intervention technique en Hygiène Sécurité Environnement -HSE- industriel","224","3","FEUILLE","1"
"28709","7","009","_-217","Élaboration de plan média","141","3","FEUILLE","1"
"28710","7","009","_-218","Études et développement informatique","494","3","FEUILLE","1"
"28711","7","009","_-219","Administration de systèmes d''information","490","3","FEUILLE","1"
"28712","7","009","_-220","Animation de site multimédia","119","3","FEUILLE","1"
"28713","7","009","_-221","Communication","121","3","FEUILLE","1"
"28714","7","009","_-222","Conception de contenus multimédias","122","3","FEUILLE","1"
"28715","7","009","_-223","Expertise et support en systèmes d''information","491","3","FEUILLE","1"
"28716","7","009","_-224","Développement et promotion publicitaire","140","3","FEUILLE","1"
"28717","7","009","_-225","Conseil et maîtrise d''ouvrage en systèmes d''information","495","3","FEUILLE","1"
"28718","7","009","_-226","Gestion de l''information et de la documentation","389","3","FEUILLE","1"
"28719","7","009","_-227","Journalisme et information média","124","3","FEUILLE","1"
"28720","7","009","_-228","Production et exploitation de systèmes d''information","499","3","FEUILLE","1"
"28721","7","009","_-229","Réalisation de contenus multimédias","131","3","FEUILLE","1"
"28722","7","010","_-230","Affrètement transport","505","3","FEUILLE","1"
"28723","7","010","_-231","Analyse de crédits et risques bancaires","66","3","FEUILLE","1"
"28724","7","010","_-232","Architecture du BTP","142","3","FEUILLE","1"
"28725","7","010","_-233","Personnel de la Défense","391","3","FEUILLE","1"
"28726","7","010","_-234","Communication","121","3","FEUILLE","1"
"28727","7","010","_-235","Conception et organisation de la chaîne logistique","507","3","FEUILLE","1"
"28728","7","010","_-236","Conduite de transport de marchandises sur longue distance","523","3","FEUILLE","1"
"28729","7","010","_-237","Conduite de travaux du BTP","150","3","FEUILLE","1"
"28730","7","010","_-238","Conseil et assistance technique en agriculture","12","3","FEUILLE","1"
"28731","7","010","_-239","Défense et conseil juridique","402","3","FEUILLE","1"
"28732","7","010","_-240","Développement local","399","3","FEUILLE","1"
"28733","7","010","_-241","Direction administrative et financière","462","3","FEUILLE","1"
"28734","7","010","_-242","Direction de la sécurité civile et des secours","392","3","FEUILLE","1"
"28735","7","010","_-243","Distribution et assainissement d''eau","420","3","FEUILLE","1"
"28736","7","010","_-244","Enseignement des écoles","409","3","FEUILLE","1"
"28737","7","010","_-245","Gestion des opérations de circulation internationale des marchandises","506","3","FEUILLE","1"
"28738","7","010","_-246","Information sociale","372","3","FEUILLE","1"
"28739","7","010","_-247","Ingénierie en agriculture et environnement naturel","14","3","FEUILLE","1"
"28740","7","010","_-248","Ingénierie et études du BTP","147","3","FEUILLE","1"
"28741","7","010","_-249","Magasinage et préparation de commandes","502","3","FEUILLE","1"
"28742","7","010","_-250","Marketing","487","3","FEUILLE","1"
"28743","7","010","_-251","Direction de site logistique","508","3","FEUILLE","1"
"28744","7","010","_-252","Sécurité civile et secours","395","3","FEUILLE","1"
"28745","7","010","_-253","Intervention technique d''exploitation logistique","509","3","FEUILLE","1"
"28746","7","010","_-254","Trésorerie et financement","464","3","FEUILLE","1"
"28747","7","011","_-255","Chaudronnerie - tôlerie","279","3","FEUILLE","1"
"28748","7","011","_-256","Direction de laboratoire d''analyse industrielle","229","3","FEUILLE","1"
"28749","7","011","_-257","Direction et ingénierie en entretien infrastructure et bâti","304","3","FEUILLE","1"
"28750","7","011","_-258","Installation et maintenance électronique","314","3","FEUILLE","1"
"28751","7","011","_-259","Installation et maintenance d''équipements industriels et d''exploitation","313","3","FEUILLE","1"
"28752","7","011","_-260","Installation et maintenance d''automatismes","311","3","FEUILLE","1"
"28753","7","011","_-261","Intervention en grande hauteur","322","3","FEUILLE","1"
"28754","7","011","_-262","Intervention en milieu subaquatique","323","3","FEUILLE","1"
"28755","7","011","_-263","Intervention en milieux et produits nocifs","324","3","FEUILLE","1"
"28756","7","011","_-264","Maintenance électrique","318","3","FEUILLE","1"
"28757","7","011","_-265","Maintenance mécanique industrielle","319","3","FEUILLE","1"
"28758","7","011","_-266","Management et ingénierie d''affaires","211","3","FEUILLE","1"
"28759","7","011","_-267","Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels","223","3","FEUILLE","1"
"28760","7","011","_-268","Management et ingénierie qualité industrielle","230","3","FEUILLE","1"
"28761","7","011","_-269","Montage de structures métalliques","159","3","FEUILLE","1"
"28762","7","011","_-270","Montage de réseaux électriques et télécoms","165","3","FEUILLE","1"
"28763","7","011","_-271","Pilotage d''installation énergétique et pétrochimique","272","3","FEUILLE","1"
"28764","7","011","_-272","Sécurité et protection santé du BTP","153","3","FEUILLE","1"
"28765","7","011","_-273","Soudage manuel","290","3","FEUILLE","1"
"28766","7","011","_-274","Intervention technique en laboratoire d''analyse industrielle","231","3","FEUILLE","1"
"28767","7","011","_-275","Intervention technique en Hygiène Sécurité Environnement -HSE- industriel","224","3","FEUILLE","1"
"28768","7","011","_-276","Intervention technique qualité en mécanique et travail des métaux","234","3","FEUILLE","1"
"28769","7","011","_-277","Travaux d''étanchéité et d''isolation","173","3","FEUILLE","1"
"28770","7","011","_-278","Réalisation et montage en tuyauterie","291","3","FEUILLE","1"
"28771","7","012","_-279","Éducation en activités sportives","185","3","FEUILLE","1"
"28772","7","012","_-280","Éducation de jeunes enfants","369","3","FEUILLE","1"
"28773","7","012","_-281","Éducation et surveillance au sein d''établissements d''enseignement","407","3","FEUILLE","1"
"28774","7","012","_-282","Animation d''activités culturelles ou ludiques","183","3","FEUILLE","1"
"28775","7","012","_-283","Animation de loisirs auprès d''enfants ou d''adolescents","184","3","FEUILLE","1"
"28776","7","012","_-284","Assistance auprès d''enfants","377","3","FEUILLE","1"
"28777","7","012","_-285","Aide en puériculture","341","3","FEUILLE","1"
"28778","7","012","_-286","Personnel d''attractions ou de structures de loisirs","186","3","FEUILLE","1"
"28779","7","012","_-287","Enseignement artistique","408","3","FEUILLE","1"
"28780","7","012","_-288","Enseignement des écoles","409","3","FEUILLE","1"
"28781","7","012","_-289","Gestion de l''information et de la documentation","389","3","FEUILLE","1"
"28782","7","012","_-290","Soins infirmiers spécialisés en puériculture","363","3","FEUILLE","1"
"28783","7","012","_-291","Intervention socioéducative","374","3","FEUILLE","1"
"28784","7","012","_-292","Intervention socioculturelle","373","3","FEUILLE","1"
"28785","7","013","_-293","Éducation en activités sportives","185","3","FEUILLE","1"
"28786","7","013","_-294","Accompagnement de voyages, d''activités culturelles ou sportives","182","3","FEUILLE","1"
"28787","7","013","_-295","Accueil et renseignements","474","3","FEUILLE","1"
"28788","7","013","_-296","Accueil touristique","180","3","FEUILLE","1"
"28789","7","013","_-297","Aide agricole de production fruitière ou viticole","15","3","FEUILLE","1"
"28790","7","013","_-298","Aide agricole de production légumière ou végétale","16","3","FEUILLE","1"
"28791","7","013","_-299","Aide d''élevage agricole et aquacole","17","3","FEUILLE","1"
"28792","7","013","_-300","Animation d''activités culturelles ou ludiques","183","3","FEUILLE","1"
"28793","7","013","_-301","Animation de loisirs auprès d''enfants ou d''adolescents","184","3","FEUILLE","1"
"28794","7","013","_-302","Animation de vente","110","3","FEUILLE","1"
"28795","7","013","_-303","Art dramatique","440","3","FEUILLE","1"
"28796","7","013","_-304","Assistance auprès d''adultes","376","3","FEUILLE","1"
"28797","7","013","_-305","Assistance auprès d''enfants","377","3","FEUILLE","1"
"28798","7","013","_-306","Café, bar brasserie","206","3","FEUILLE","1"
"28799","7","013","_-307","Conduite de transport de particuliers","524","3","FEUILLE","1"
"28800","7","013","_-308","Courses et livraisons express","526","3","FEUILLE","1"
"28801","7","013","_-309","Personnel d''étage","195","3","FEUILLE","1"
"28802","7","013","_-310","Personnel d''attractions ou de structures de loisirs","186","3","FEUILLE","1"
"28803","7","013","_-311","Personnel technique des jeux","187","3","FEUILLE","1"
"28804","7","013","_-312","Personnel du hall","204","3","FEUILLE","1"
"28805","7","013","_-313","Personnel polyvalent en restauration","200","3","FEUILLE","1"
"28806","7","013","_-314","Exploitation et manoeuvre des remontées mécaniques","535","3","FEUILLE","1"
"28807","7","013","_-315","Gestion de structure de loisirs ou d''hébergement touristique","193","3","FEUILLE","1"
"28808","7","013","_-316","Personnel de caisse","114","3","FEUILLE","1"
"28809","7","013","_-317","Hydrothérapie","89","3","FEUILLE","1"
"28810","7","013","_-318","Location de véhicules ou de matériel de loisirs","90","3","FEUILLE","1"
"28811","7","013","_-319","Mise en rayon libre-service","116","3","FEUILLE","1"
"28812","7","013","_-320","Plonge en restauration","202","3","FEUILLE","1"
"28813","7","013","_-321","Sécurité civile et secours","395","3","FEUILLE","1"
"28814","7","013","_-322","Service en restauration","208","3","FEUILLE","1"
"28815","7","013","_-323","Vente en alimentation","85","3","FEUILLE","1"
"28816","7","013","_-324","Vente en articles de sport et loisirs","97","3","FEUILLE","1"
"28817","7","014","_-325","Accompagnement médicosocial","375","3","FEUILLE","1"
"28818","7","014","_-326","Action sociale","368","3","FEUILLE","1"
"28819","7","014","_-327","Soins d''hygiène, de confort du patient","357","3","FEUILLE","1"
"28820","7","014","_-328","Assistance auprès d''adultes","376","3","FEUILLE","1"
"28821","7","014","_-329","Assistance auprès d''enfants","377","3","FEUILLE","1"
"28822","7","014","_-330","Ecriture d''ouvrages, de livres","120","3","FEUILLE","1"
"28823","7","014","_-331","Coiffure","88","3","FEUILLE","1"
"28824","7","014","_-332","Conduite de transport de particuliers","524","3","FEUILLE","1"
"28825","7","014","_-333","Conduite et livraison par tournées sur courte distance","527","3","FEUILLE","1"
"28826","7","014","_-334","Conseil en services funéraires","432","3","FEUILLE","1"
"28827","7","014","_-335","Diététique","346","3","FEUILLE","1"
"28828","7","014","_-336","Enseignement des écoles","409","3","FEUILLE","1"
"28829","7","014","_-337","Enseignement général du second degré","410","3","FEUILLE","1"
